Timer,State,InteractionTorque,Angle,MotorTorque,HumanTorque
0.033487085,flexion,-1.0038182010851,45.68557835301023,0.0,0.0
0.066818756,flexion,-1.6524770777685154,45.248909814318075,0.0,-41.51039481272733
0.100308326,flexion,-7.567360754818873,42.85950726681649,-5.0,-42.760090643550335
0.133537072,flexion,-8.378454705838507,39.16984739785112,-5.0,-41.716257333334
0.166946931,flexion,-9.10738754149633,34.170505369403536,-5.0,-38.30568089725399
0.200137233,flexion,-9.697188521773873,27.388019500875615,-5.0,-32.82164066300704
0.233461149,flexion,-10.281273145544146,19.58446139562155,-5.0,-25.070169989837765
0.266829279,flexion,-10.473417119598768,10.914200929284467,-5.0,-16.040503670601517
0.300268333,flexion,-10.4412110734355,2.4801859309245566,-5.0,-5.682604637673418
0.333468364,flexion,-3.876450959958889,0.049257941336311915,-5.0,-1.6185035222374449
0.366785638,flexion,-3.7653526717589907,0.4144724141793351,-5.0,0.21767144470106548
0.400322017,flexion,-3.6576771849581533,1.0330491324546651,-5.0,2.0201702269424606
0.433466723,flexion,-3.514123774413182,1.8603150160742792,-5.0,3.659758863954199
0.466746024,flexion,-3.4105332763874605,2.90450924782708,-5.0,4.459999705291395
0.500135715,flexion,-37.857070542797175,4.280064297569197,-5.0,3.7872422593727455
0.533440695,flexion,-2.9793082624116716,6.0735356298192515,-5.0,4.151397363685005
0.566834804,flexion,-2.827425821359662,8.178711748780424,-5.0,4.7981894108103695
0.60017445,flexion,-2.687249921586451,10.667328186529499,-5.0,4.967873062094671
0.633436989,flexion,-2.5766789559271754,13.25972155925607,-5.0,5.140610339449715
0.666749464,flexion,-2.446020461152628,15.96405063172206,-5.0,5.087611203005497
0.700262448,flexion,-3.162566485772107,19.034181362353703,-5.0,4.497467008080836
0.733449174,flexion,-2.2879362878774705,22.252270848490703,-5.0,3.741435149340501
0.766771206,flexion,-2.2186772975482345,25.59811765024193,-5.0,3.051396001091743
0.800245277,flexion,-2.1324246763528705,29.079626476350192,-5.0,3.039692139686517
0.83349935,flexion,-2.0700772972245014,32.692530240819394,-5.0,3.2596998038910847
0.866744076,flexion,-2.1176958476967678,36.32253669598333,-5.0,2.827683913349299
0.900182059,flexion,-2.1127004282340174,40.00366214111628,-5.0,1.6292817519873584
0.93345632,flexion,-2.163769053425119,43.515365019304376,-5.0,0.422942313518921
0.96679274,flexion,2.735273044745303,46.861478988753234,0.0,-0.520150893626369
1.000284264,flexion,2.440870193737605,49.78563726275382,0.0,-1.0135886080197785
1.033400837,flexion,2.2511194185374115,52.27053035139851,0.0,-1.6096805725433785
1.066751613,flexion,2.0606533102795384,54.371679310790014,0.0,-2.004402079728727
1.100366552,flexion,1.8403418985466793,56.12375397082264,0.0,-2.1610554398986306
1.133445182,flexion,1.6791113858698936,57.54340920025065,0.0,-2.0634843782453696
1.166752316,flexion,1.553521939599619,58.66947888207606,0.0,-1.3858847744040421
1.200156184,flexion,1.4333389714560378,59.51544522547468,0.0,-1.0031564241628854
1.233495219,flexion,-3.669326494959698,60.19428699859091,-5.0,-0.5057206552870532
1.266979338,flexion,-3.6344867237331204,60.87564344858019,-5.0,-0.15913729192976067
1.300096071,flexion,-3.5646954831351643,61.709177599295515,-5.0,0.42179710181892327
1.333460504,flexion,-3.457903982056715,62.663850466737856,-5.0,0.6392612798294581
1.366769001,flexion,-3.391688154091847,63.757917422701375,-5.0,0.6893084875612727
1.400250225,flexion,-3.331703731025457,64.98547394792737,-5.0,0.6226935663673121
1.433484461,flexion,-3.245678748483099,66.37844096682487,-5.0,0.492447944745551
1.466806092,flexion,-3.2358252922131925,67.82574835918057,-5.0,0.03050706765710931
1.500277829,flexion,-3.186637839569565,69.35917996585637,-5.0,0.023337815618446278
1.533466919,flexion,-3.160297205097714,70.94764383818054,-5.0,-0.5220226801155916
1.566864495,flexion,-3.11827673244087,72.62525565048651,-5.0,-1.0882989555914446
1.600163373,flexion,-3.128048668318245,74.2508168468634,-5.0,-1.7416047847464928
1.633434449,flexion,-3.142058252100082,75.70123296966302,-5.0,-2.3580021533556335
1.666857633,flexion,-3.1845859734450945,77.24639520336683,-5.0,-2.9421103763125767
1.700212548,flexion,-3.265992261978729,78.6948693211259,-5.0,-3.7363009744510745
1.733442365,flexion,-3.293274333129193,80.03267855073253,-5.0,-4.458471582889487
1.766807289,flexion,-3.402482365460905,81.23182448312009,-5.0,-5.143273563473256
1.800071692,extension,2.384472584643584,82.17853416207242,1.0,-5.566802348602694
1.833459499,extension,2.136581158311886,82.5911920945382,1.0,-5.716981409783742
1.866731567,extension,-0.08587771807288236,82.53827077153046,1.0,-5.354078750701652
1.900285699,extension,-0.2601159074365136,82.1582707628407,1.0,-5.148767182508738
1.933451826,extension,-0.36828109540144816,81.48809649181247,1.0,-4.775056255624473
1.966745965,extension,56.493886659039674,80.5733997120447,1.0,-3.865045017172334
2.000167587,extension,-0.6056008805881127,79.41146999841723,1.0,-3.2313024920666944
2.033440776,extension,-0.6908381253600913,78.13871761450692,1.0,-2.3706724841071662
2.066878819,extension,-0.7620021988023639,76.74802776969112,1.0,-1.562655740853823
2.100233914,extension,-0.7849425172223814,75.25723479990118,1.0,-0.6754318770248962
2.133461266,extension,-0.7618849388926149,73.80659475413219,1.0,0.39742529134358273
2.166725029,extension,-0.7637784348324974,72.36194605662136,1.0,1.0581896890025975
2.200126351,extension,-0.7429421324135024,70.90359060197446,1.0,1.3650626708864964
2.233438495,extension,-0.7193555595788181,69.53415044612078,1.0,1.4731706777778995
2.266765557,extension,-1.4727114949767355,68.26118328802984,1.0,1.7857805966278513
2.300199441,extension,-2.1759545403633864,67.10956284769728,1.0,2.376585080142263
2.333448816,extension,-3.8115010828216915,66.13927391074373,1.0,2.8921313265350514
2.366896336,extension,-2.981293265147654,65.34330618254758,1.0,3.218875813807947
2.400325892,extension,-2.9327926420738932,64.73589913472816,1.0,3.4108612362295587
2.433512237,extension,-3.256019545137172,64.34696869837298,1.0,3.4188269747787863
2.467118318,extension,-2.427152588724721,64.09262721360166,1.0,3.2574567697994343
2.500268765,extension,-1.759389779813409,63.985196096302616,1.0,2.969999874489293
2.53346034,extension,-0.009008281009032393,63.99225070574199,1.0,2.4955053202493582
2.566936114,extension,-0.03294939682754072,64.0422905997248,1.0,1.9497984602092246
2.600166964,extension,0.0005461616525235247,64.088343901479,1.0,1.3481982394373544
2.633453509,extension,-0.00024574557710954625,64.12086250469994,1.0,0.6413685066635944
2.66673803,extension,0.0004779702533390662,64.12536604176175,1.0,-0.016135391064715954
2.700286592,extension,0.00018148312174848247,64.1264932440862,1.0,-0.26586680504112015
2.733586222,extension,-0.0011631777763460027,64.12751201897396,1.0,-0.014943497057306132
2.7667797,extension,-0.07257198050664848,64.05284212097578,1.0,-0.42957139136915456
2.800354021,extension,-0.1078210953791452,63.8674434776347,1.0,-1.2298183857250595
2.833461436,extension,-0.1879085781639257,63.5758433291059,1.0,-2.1069363549443003
2.866882787,extension,44.45405851362834,63.12943612239291,1.0,-2.772711438078135
2.900392976,extension,-0.3471389760127913,62.52569541553688,1.0,-3.4788680959644562
2.933465385,extension,-0.4697257214406978,61.724958326766135,1.0,-4.218791301482922
2.966740288,extension,-0.5774913413332581,60.676855340563996,1.0,-4.771744319076152
3.000359845,extension,-1.6941535051718857,59.44253481948792,0.0,-5.3048993667359605
3.033463653,extension,-1.7889951413087357,58.02261212375734,0.0,-5.549403100366162
3.066782098,extension,-1.8736831953700408,56.43237840505683,0.0,-5.877137830530728
3.100227996,extension,-1.9475618315082484,54.62917058029491,0.0,-5.907129094051034
3.13346692,extension,-2.029778000821468,52.72772630394777,0.0,-5.9929485247318155
3.166770027,extension,-2.0858693180602437,50.692822525554234,0.0,-5.8856050879822845
3.200124391,extension,-2.157403144024899,48.48140824706012,0.0,-5.692965167504913
3.233437716,extension,17.52393002768769,46.24282834738851,0.0,-5.417101704339707
3.266749319,extension,-1.2290307707052672,43.933309537840415,1.0,-4.91420506421195
3.300119813,extension,-1.281295910945754,41.45468761666541,1.0,-4.436050351529834
3.333528971,extension,-1.3175167377499466,38.97687064939261,1.0,-3.9026249025040958
3.366751434,extension,9.474213474350535,36.4565060415658,1.0,-3.207717980947585
3.40011743,extension,-1.3256106938412295,33.93196758096594,1.0,-2.590916950229653
3.433445013,extension,-1.3005958114705107,31.443954190113015,1.0,-1.775174139372166
3.466874158,extension,-1.2639552553132916,29.030815027126817,1.0,-1.0851574056803484
3.500186662,extension,-1.2268866316989144,27.05063526739693,1.0,-0.928236317223625
3.533456265,extension,-1.190227191615952,25.12454873732057,1.0,-1.147092644525646
3.566804858,extension,-1.1555366331336128,22.922369714596392,1.0,-0.9668485272586943
3.600256506,extension,-1.111295346440689,20.727630354492565,1.0,-0.8930910922140394
3.633479972,extension,-1.0788487982711066,18.667025482234074,1.0,-0.9604026684673812
3.666861086,extension,-1.0473231026676535,16.61347464139855,1.0,-1.1223026608184716
3.700203677,extension,-1.0068632069605825,14.685477519482825,1.0,-1.3018364156576028
3.733477909,extension,-0.9777711737322291,12.819599713468753,1.0,-1.4491794799287352
3.766807676,extension,-0.9492116335049271,10.960160119053482,1.0,-1.5506771858278272
3.800277669,extension,-0.9124551014341844,9.214432448452236,1.0,-1.9427827908587911
3.833432033,extension,-0.85625117140835,7.555460401307963,1.0,-2.1658269078910664
3.867272248,extension,-0.8312070457843347,5.927679688923482,1.0,-2.185501121781474
3.900191817,extension,-0.807535130023513,4.445047721314623,1.0,-2.327410911745321
3.933467652,extension,-0.7757987641133296,2.9646957194830033,1.0,-2.409930615969949
3.966804162,flexion,-6.7003209328085696,1.535486909898828,-5.0,-2.504234084243866
4.000211646,flexion,-6.504486933103168,0.5149749933626622,-5.0,-2.5720337986383552
4.03346611,flexion,-3.9596725101644994,0.009214024959894781,-5.0,-2.5738139971943266
4.066801818,flexion,-3.843417375952236,0.23821663630882237,-5.0,-1.2508247164863542
4.100280478,flexion,-3.7315023633973547,0.7211538688118028,-5.0,-0.1763985474439096
4.133469007,flexion,-3.586083759846773,1.4215855702125106,-5.0,0.7469341868179836
4.166815796,flexion,-3.481169235929685,2.3428297145936905,-5.0,1.3091172209144997
4.200304344,flexion,-3.3783963994640844,3.5153745561347316,-5.0,1.4636670242194278
4.233580249,flexion,-3.2460640400763765,4.819774810481109,-5.0,1.4527005217932232
4.266841877,flexion,-3.1523202844527294,6.263091764825008,-5.0,1.4772408364190723
4.300260182,flexion,-3.0589280273134944,7.98723621380523,-5.0,1.2705153069853083
4.333466024,flexion,-2.9706826367827546,9.8996634148751,-5.0,1.6876488506632226
4.36680576,flexion,-2.854498435720541,11.993955528376727,-5.0,2.265199224305109
4.40022676,flexion,-2.7711378305474605,14.33559403602101,-5.0,2.708789165203699
4.433417593,flexion,-2.689690183807189,16.781254882083914,-5.0,3.0676539820701922
4.466813726,flexion,-2.656235159107556,19.29735289272288,-5.0,2.6386266013606003
4.500278639,flexion,-2.6260753145814366,21.480734803054702,-5.0,2.295231537915039
4.533441349,flexion,-2.617991577936948,23.93323690992477,-5.0,1.7669589590228014
4.566749124,flexion,-2.6313230906166805,26.53689436313572,-5.0,0.9073666457961228
4.60019398,flexion,-2.671993515414596,29.154585915095282,-5.0,0.15744342559399105
4.633469063,flexion,1.466603579024595,31.591247298705547,-5.0,-0.47592167653665485
4.666766839,flexion,2.292792407540736,33.4932515768927,-5.0,-0.6022217610933601
4.700128717,flexion,2.6702502964084367,35.32388955422402,-5.0,-0.751625792196661
4.733412697,flexion,-2.730484847825079,37.722304389049334,-5.0,-1.438387354888897
4.76676647,flexion,-2.763341654786469,40.07120135375098,-5.0,-2.0909436304513234
4.800184003,flexion,-2.8206589152694437,42.34217466468614,-5.0,-2.690600581074059
4.833588261,flexion,11.159554553871189,44.51450894558707,-5.0,-3.2496092876872424
4.867174154,flexion,1.9913057691266476,46.49140080548379,0.0,-3.7194262019728694
4.900196819,flexion,1.7329552304018818,48.11296468771918,0.0,-3.836727664780617
4.933451172,flexion,1.5404186997847629,49.28541182389832,0.0,-3.643493214344095
4.966779607,flexion,1.3768851548488323,50.02270029392163,0.0,-3.0751839758909045
5.000433178,flexion,1.2408007047301588,50.57670202682263,0.0,-2.40616693626505
5.033515125,flexion,1.1385145071728064,50.8783966434578,0.0,-1.5110732130760178
5.06675447,flexion,1.031061717939209,51.0062462852714,0.0,-0.36152243815420076
5.100114725,flexion,-0.10598686605871915,51.018949284130144,0.0,0.8098376955065287
5.133584087,flexion,0.3469640827865531,51.020799466207016,0.0,2.0176030999838206
5.16676945,flexion,-0.040728962958204426,51.02262972969771,0.0,2.6471400799490166
5.200186943,flexion,0.008505294562277098,51.02467395671832,0.0,2.650306442164387
5.233485992,flexion,-3.7816681075421914,51.132825927631366,0.0,3.1355296597789284
5.266807072,flexion,-2.195776049270708,51.37717028823193,0.0,4.080275915714985
5.300277676,flexion,-3.0752165369646964,51.76531514950702,0.0,5.024656165798584
5.333606121,flexion,-29.461100731188832,52.325274142350345,0.0,5.769817905359944
5.36687361,flexion,-0.6277021744626576,53.07904928409459,0.0,6.36192330601391
5.400271205,flexion,-2.407563924451983,54.09305236965066,0.0,6.83247432851574
5.433477087,flexion,1.6276491537207791,55.25371666200491,0.0,7.102294669910004
5.467005681,flexion,1.4866771650578245,56.59539666615362,0.0,7.261155841990477
5.500266718,flexion,-21.21468340957309,57.7892951720114,0.0,7.396880665789185
5.533454125,flexion,1.7941104609817842,59.19697973548189,0.0,7.356544571220066
5.566790594,flexion,-4.495435335030295,60.813224736827586,-5.0,7.098551989298286
5.600203599,flexion,-2.9378827165505856,62.78799135993315,-5.0,6.577495673574518
5.633454156,flexion,-14.01185382226388,64.99858556575491,-5.0,5.706876336898982
5.666758705,flexion,-2.709881910054455,67.35974208677693,-5.0,4.824440209700286
5.700227405,flexion,-2.6041184230919843,69.94744061627833,-5.0,3.4879683312290997
5.733498942,flexion,-2.5284158602463593,72.67938648438759,-5.0,2.3763307748293503
5.766846873,flexion,-2.454969732488382,75.56682553994628,-5.0,1.4388191867029456
5.800219281,flexion,92.0044519479156,78.68580723279813,-5.0,0.8604021138598289
5.83344989,extension,-2.440115436918,81.6187218780864,1.0,-0.9771444746578172
5.866788073,extension,3.297339295218718,84.24736282613415,1.0,-2.6916005224615795
5.900310165,extension,2.9877888023400505,86.42100068513207,1.0,-4.163609354225233
5.93359185,extension,2.715617520209664,87.91391097540395,1.0,-5.36291549024493
5.966953668,extension,2.533212803692732,88.68678975552535,1.0,-6.176459118425763
6.000224183,extension,2.265202631792029,89.37302684617977,1.0,-6.976319406718262
6.033490008,extension,2.00693481072509,89.52993984288398,1.0,-7.549385849174173
6.066739503,extension,-0.24314877773708243,89.22762973391542,1.0,-7.799545369318346
6.100510407,extension,62.41680290898266,88.4743963609581,1.0,-7.817994015958115
6.133514566,extension,-0.6461072905005335,87.3477084665437,1.0,-7.6666013395977375
6.166852288,extension,-0.8485266913681877,85.87050698189728,1.0,-7.194006500733058
6.200296452,extension,-0.993377262087816,84.01606554669479,1.0,-6.555646205329426
6.233504328,extension,-1.1357630608248275,81.94636412311637,1.0,-5.730410713539372
6.266839274,extension,-1.2499668299955846,79.65909421045689,1.0,-4.769485133298818
6.300133494,extension,-1.3086775460565332,77.14787654045146,1.0,-3.6036277093230122
6.333453783,extension,-1.3645438757707846,74.60673315834588,1.0,-2.365293093671125
6.366787547,extension,-1.3538096909147321,71.9632877907189,1.0,-0.9514006557988783
6.400271186,extension,-1.344779952062556,69.43468540410261,1.0,0.35743898029990284
6.43360487,extension,-1.3056997266960408,66.95337179686595,1.0,1.1588859719465336
6.466728075,extension,-1.2548486018517497,64.62352719581175,1.0,1.542333261690432
6.500261318,extension,-2.981757399117262,62.331795672333044,1.0,2.1732699598701375
6.533474945,extension,-4.7007303336725395,60.378051148261214,1.0,3.2020361477527213
6.566774394,extension,-7.702356597452282,58.71971923950892,0.0,4.019989078484094
6.600217927,extension,-6.168482277539514,57.40586205784349,0.0,4.5258573460109295
6.633421134,extension,-5.854448522118322,56.53426639400675,0.0,4.755280750606238
6.666780357,extension,-5.830833383627764,56.09531635596091,0.0,4.616222730210834
6.700121275,extension,-4.941547023752417,55.906526790049185,0.0,4.234861829813648
6.733446683,extension,-2.073537420720313,55.962747366326674,0.0,3.581202750087244
6.76681865,extension,-0.740590543060442,56.15025335720209,0.0,2.75157745987707
6.800116476,extension,0.5332094445206246,56.38601859310817,0.0,1.8459986399585628
6.833470089,extension,1.0759098787408472,56.5888245063444,0.0,0.8038560786398761
6.866753909,extension,1.035345096111079,56.70083330321253,0.0,-0.22539017670797468
6.900295577,extension,1.004470197503342,56.733131959861836,0.0,-0.7828946936141468
6.933477323,extension,0.3553653759294014,56.73527734754337,0.0,-0.6838789544568843
6.966846886,extension,-1.0897110197483197,56.64140182787964,0.0,-1.1864928857012207
7.000187583,extension,-1.0912449605076138,56.47013914433275,0.0,-2.2210757561868264
7.033479549,extension,-1.1603318806821754,56.19316388311129,0.0,-3.343379836572651
7.066815658,extension,-1.2466425929485747,55.78453886922941,0.0,-4.455143660797514
7.1003065,extension,-1.339290382938493,55.1753229002543,0.0,-5.440092099713331
7.133442039,extension,-1.4525957340958793,54.39848081496319,0.0,-6.424536552330549
7.166871745,extension,-1.5627520218205384,53.398440424975746,0.0,-7.283364398811617
7.200245596,extension,-1.7312434785785535,52.16180953458182,0.0,-7.920524094941609
7.233502544,extension,-1.8647946932625856,50.63024323566251,0.0,-8.469091916869885
7.266841919,extension,-1.981465376892681,48.84333337751048,0.0,-8.796299386213873
7.300301553,extension,-2.118550284859659,46.75423148946343,0.0,-8.973906859759317
7.333453342,extension,19.413685829980633,44.50114086861481,1.0,-8.900046294718923
7.366734397,extension,-1.3500820863008407,41.99720526631163,1.0,-8.577211232919833
7.400193409,extension,10.381114003253959,39.16206163553285,1.0,-8.044323511863757
7.433468091,extension,-1.5918558627698047,36.19698177859964,1.0,-7.236032263040261
7.466772019,extension,-1.662394677258761,33.070973351372984,1.0,-6.116286376660539
7.50040459,extension,-1.7092048104716562,30.13568625361155,1.0,-5.237459277760715
7.533438816,extension,-1.7234854795019352,26.962168717454055,1.0,-3.8932166298595217
7.566746652,extension,-1.6875745744189294,23.819720115508822,1.0,-2.439830131718373
7.600201896,extension,-1.6378996856466592,20.59244883805756,1.0,-1.0731404538972276
7.633438336,extension,-1.5900566381506076,17.569548270665962,1.0,-0.4020448787577985
7.666902017,extension,-1.52797376461672,14.556789495471678,1.0,-0.7387582169521738
7.700293681,extension,-106.29847106877646,11.773743135379442,1.0,-1.4139820555943416
7.733472502,extension,-1.3049038143941414,9.300544187779968,1.0,-0.5793368663637779
7.76680779,extension,-1.1697893276099702,7.016494093270174,1.0,0.23095754129591706
7.800215544,extension,-10.948636144088386,4.92461866870665,1.0,0.8892758237433502
7.833467183,extension,-19.018943784732603,3.2079122777358737,1.0,1.1723814410582756
7.866805977,flexion,-6.616795990347029,1.8400177757761695,-5.0,1.161342351926364
7.900245963,flexion,-6.345105781276422,0.9959566870203227,-5.0,0.4615752899522154
7.933435574,flexion,-29.713687719914134,0.7043630961002381,-5.0,-0.6780492373340882
7.966766253,flexion,-3.9036747996996075,0.7798679009727578,-5.0,-2.0442056700598625
8.000273917,flexion,-3.7890805914018584,1.098835781143168,-5.0,-3.149295909535028
8.033466303,flexion,-3.678062563477177,1.650951766050685,-5.0,-3.5774166529913347
8.066726839,flexion,-3.570613763188229,2.351133058405577,-5.0,-1.7052683658974992
8.100133742,flexion,-3.608700395433837,2.9898035336921414,-5.0,-0.7277669160836615
8.13345378,flexion,-3.5082462281266897,3.828099216673207,-5.0,0.21073974608873247
8.166804186,flexion,-3.4052167291303137,4.906504216059398,-5.0,0.8348111743412059
8.200120347,flexion,-3.2733254255705964,6.23652517015949,-5.0,0.9426703766798732
8.233461947,flexion,-3.1753468658768993,7.732343821834801,-5.0,1.3690997119377213
8.266839484,flexion,-3.0969867321569833,9.404047081045823,-5.0,1.8205179505967417
8.300211652,flexion,-2.976571316098635,11.257774171886375,-5.0,1.7437649893535716
8.333476906,flexion,7.561971033872631,13.223326576242911,-5.0,1.584937541169698
8.366832191,flexion,2.362616685585806,15.25101556026912,-5.0,1.3612522769762037
8.400248873,flexion,-2.900380775227106,17.31976307964564,-5.0,1.0769144758046134
8.433469813,flexion,-2.9031099495071175,19.460341534581765,-5.0,0.7413279828677819
8.46674677,flexion,-2.9155579710275927,21.518545338250345,-5.0,0.4097860053706483
8.500091315,flexion,10.89249998058899,23.599334471900725,-5.0,0.13177407280080577
8.533469243,flexion,-2.965987899944321,25.569628473699872,-5.0,-0.18193684928228915
8.566822545,flexion,-2.9854440376795415,27.501237859118735,-5.0,-0.41502615045072044
8.600271838,flexion,-3.007373136999346,29.44650585815566,-5.0,-0.6503144045978486
8.633459425,flexion,-3.025242635189251,31.29879513651893,-5.0,-0.9222650011803067
8.666775817,flexion,-3.0354625434819735,33.06971846893549,-5.0,-1.0062127913277918
8.700175466,flexion,22.483537081098248,34.87220592277314,-5.0,-1.168446981086985
8.733437445,flexion,1.7443145570142402,36.67029085994129,-5.0,-1.2191989027977868
8.766788883,flexion,3.7953376634942027,38.44528353329803,-5.0,-1.426626932033285
8.80026649,flexion,9.37259744709635,40.35268737788397,-5.0,-1.6130004025810702
8.833459557,flexion,7.319257110475344,42.20076867526151,-5.0,-1.8722946303904435
8.866751683,flexion,11.070115930621863,44.038889416281066,-5.0,-2.103305136326359
8.900301146,flexion,21.824577294586373,45.8666329802162,0.0,-2.2435656528190226
8.933468054,flexion,1.7109877251949124,47.36197213143242,0.0,-2.2560636941769516
8.966750061,flexion,24.3387779046223,48.556243964804,0.0,-1.962173678134307
9.000121687,flexion,1.445902583695331,49.502588764013055,0.0,-1.5085667062098664
9.033435594,flexion,1.3218975076943,50.18963727108745,0.0,-0.8472699871945988
9.066741946,flexion,1.239892046659842,50.70688762881521,0.0,-0.030358342964020957
9.100125254,flexion,1.182273268043275,51.072331664668994,0.0,0.8538084136648719
9.1334334,flexion,1.12287865732186,51.34469589835032,0.0,1.6530409656179013
9.166882784,flexion,1.0884670455180352,51.542616905754635,0.0,2.212915873664336
9.2002122,flexion,1.058267504650103,51.676441312676126,0.0,2.3709560298244763
9.233469149,flexion,1.0862105917103266,51.797303544357796,0.0,2.6442428363609762
9.266764851,flexion,-0.6922943773595849,51.989972879276394,0.0,3.6414420682548965
9.300204607,flexion,-3.1584040144999226,52.32818975569167,0.0,4.570406772986769
